Country,Indicators,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
LIBERIA,Middle East,Thousands,,,,,,,,,,,,,,,,,,,,,,,
LIBERIA,South Asia,Thousands,,,,,,,,,,,,,,,,,,,,,,,
LIBERIA,Other not classified,Thousands,,,,,,,,,,,,,,,,,,,,,,,
LIBERIA,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
LIBYA,Total,Thousands,963.0,954.0,858.0,958.0,,,125.0,106.0,,,,,,,,,,,,,,,
LIBYA,Africa,Thousands,533.0,515.0,439.0,458.0,,,,0.2,,,,,,,,,,,,,,,
LIBYA,Americas,Thousands,1.0,1.0,2.0,2.0,,,3.0,0.8,,,,,,,,,,,,,,,
LIBYA,East Asia and the Pacific,Thousands,2.0,6.0,7.0,7.0,,,5.0,3.7,,,,,,,,,,,,,,,
LIBYA,Europe,Thousands,34.0,40.0,36.0,42.0,,,117.0,101.3,,,,,,,,,,,,,,,
LIBYA,Middle East,Thousands,392.0,388.0,370.0,445.0,,,,,,,,,,,,,,,,,,,
LIBYA,South Asia,Thousands,1.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,
LIBYA,Other not classified,Thousands,,,,,,,,,,,,,,,,,,,,,,,
LIBYA,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
LIECHTENSTEIN,Total,Thousands,61.5,56.5,48.8,48.900000000000006,48.4,49.7,54.8,58.300000000000004,58.5,52.300000000000004,49.800000000000004,53.300000000000004,62.4,59.7,61.3,56.699999999999996,69.10000000000001,79.19999999999999,85.283,98.10000000000001,58.42,70.75699999999999,100.8
LIECHTENSTEIN,Africa,Thousands,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.4,0.2,0.2,0.2,0.2,0.2,0.236,0.2,0.1,0.01,0.2
LIECHTENSTEIN,Americas,Thousands,4.7,3.7,2.9,2.4,2.7,2.9,3.0,3.2,2.4,2.3,2.4,2.7,3.5,3.4,3.6,3.9,4.3,5.5,5.732,7.1,0.8,1.6,6.4
LIECHTENSTEIN,East Asia and the Pacific,Thousands,1.8,1.6,1.7,1.6,1.7,1.6,1.7,1.9,1.7,1.3,1.7,1.9,2.5,2.8,3.6,4.1,5.0,5.6,5.923,6.9,0.9,0.6,3.4
LIECHTENSTEIN,Europe,Thousands,54.8,51.0,44.0,44.7,43.8,44.9,49.8,52.9,54.1,48.2,45.4,48.3,54.4,53.0,53.8,48.4,59.4,67.3,72.949,83.5,56.6,68.5,90.5
LIECHTENSTEIN,Middle East,Thousands,,,,,,,,,,,,,,,,,,,,,,,
LIECHTENSTEIN,South Asia,Thousands,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.6,0.443,0.4,0.02,0.047,0.3
LIECHTENSTEIN,Other not classified,Thousands,,,,,,0.1,0.1,,,0.2,0.1,0.2,1.5,0.2,,,,,,,,,
LIECHTENSTEIN,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
LITHUANIA,Total,Thousands,299.0,354.0,393.0,437.0,590.0,682.0,758.0,1486.0,1611.3000000000002,1341.1000000000001,1506.9,1775.0,1899.5,2011.8999999999999,2062.7000000000003,2071.3,2295.8999999999996,2523.3,2824.7999999999997,2874.9,936.6999999999999,947.6,2168.7000000000003
LITHUANIA,Africa,Thousands,,,,,1.0,1.0,1.0,1.0,2.3,1.2,1.9,3.2,5.3,5.9,6.4,6.5,6.5,8.8,11.9,17.7,6.7,2.7,5.9
LITHUANIA,Americas,Thousands,15.0,15.0,16.0,16.0,22.0,24.0,26.0,30.0,29.8,20.8,26.5,32.7,40.6,39.7,47.5,49.0,53.6,65.2,77.0,82.7,33.1,31.1,80.5
LITHUANIA,East Asia and the Pacific,Thousands,9.0,11.0,10.0,11.0,15.0,15.0,16.0,,56.6,40.4,28.4,42.6,60.2,61.0,82.1,95.5,107.0,113.1,142.3,139.5,23.5,29.3,82.5
LITHUANIA,Europe,Thousands,272.0,322.0,358.0,400.0,538.0,623.0,694.0,1400.0,1509.9,1266.9,1434.7,1682.5,1775.2,1864.5,1894.9,1880.2,2080.6,2281.9,2509.5,2536.7,839.8,856.8,1951.4
LITHUANIA,Middle East,Thousands,,,,,,,,,,,,,,,,,,,,,,,
LITHUANIA,South Asia,Thousands,,,,,,,,,,,,,,,,,,,,,,,
LITHUANIA,Other not classified,Thousands,3.0,6.0,9.0,10.0,14.0,19.0,21.0,55.0,12.7,11.8,15.4,14.0,18.2,40.8,31.8,40.1,48.2,54.3,84.1,98.3,33.6,27.7,48.4
LITHUANIA,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
LUXEMBOURG,Total,Thousands,851.0,836.0,884.0,867.0,878.0,912.0,908.0,915.0,877.0,847.0,805.0,874.0,950.0,944.8,1038.4,1089.6000000000001,1053.6,1045.9,1017.6999999999999,1041.2,525.0,615.3,1012.5
LUXEMBOURG,Africa,Thousands,,,,,,,,4.0,4.0,3.0,3.0,10.1,14.0,5.0,6.8,5.9,5.1,4.7,4.1,4.4,2.6,2.7,5.0
LUXEMBOURG,Americas,Thousands,42.0,36.0,33.0,29.0,30.0,32.0,35.0,33.0,32.0,29.0,29.0,37.7,39.0,39.2,45.1,51.8,48.5,47.7,45.7,47.2,14.4,14.6,51.5
LUXEMBOURG,East Asia and the Pacific,Thousands,,,,,,,,32.0,31.0,32.0,35.0,55.7,75.0,60.3,71.3,78.7,70.2,65.8,63.6,63.0,19.4,13.6,27.5
LUXEMBOURG,Europe,Thousands,780.0,769.0,809.0,801.0,807.0,840.0,831.0,839.0,805.0,779.0,737.0,770.5,822.0,840.3,915.2,953.2,929.8,927.7,904.3,926.6,488.6,584.4,928.5
LUXEMBOURG,Middle East,Thousands,,,,,,,,,,,,,,,,,,,,,,,
LUXEMBOURG,South Asia,Thousands,,,,,,,,,,,,,,,,,,,,,,,
LUXEMBOURG,Other not classified,Thousands,29.0,31.0,42.0,37.0,41.0,40.0,42.0,7.0,5.0,4.0,1.0,,,,,,,,,,,,
LUXEMBOURG,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
"MACAO, CHINA",Total,Thousands,9162.212,10278.973,11530.841,11887.876000000002,16672.556000000004,18711.187,21998.122,27003.37,22933.185,21752.751000000004,24965.411000000004,28002.279,28082.292,29324.822,31525.631999999998,30714.628,30950.336,32610.505999999994,35803.663,39406.181000000004,5896.848000000001,7705.926,5700.339
"MACAO, CHINA",Africa,Thousands,4.182,3.823,4.125,4.308,5.549,7.935,13.469,30.129,21.948,16.829,21.269,22.976,24.446,26.446,31.971,27.848,25.179,23.556,23.963,24.162,1.929,,0.301
"MACAO, CHINA",Americas,Thousands,108.626,109.044,115.383,86.674,143.513,182.768,219.61,306.324,312.611,278.661,297.137,310.608,306.521,288.691,285.661,286.327,299.849,296.099,314.929,315.418,23.074,0.417,3.578
"MACAO, CHINA",East Asia and the Pacific,Thousands,8910.805,10032.388,11280.134,11693.497,16371.823,18325.116,21529.964,26337.971,22224.495,21078.256,24191.556,27205.365,27291.856,28529.861,30721.563,29927.451,30145.597,31833.957,34997.347,38622.044,5843.769,7705.344,5693.144
"MACAO, CHINA",Europe,Thousands,120.907,114.595,111.526,83.592,123.402,160.142,187.53,257.335,271.964,253.808,266.791,274.048,285.882,296.027,294.377,278.428,292.401,291.833,302.908,300.792,21.809,0.165,3.088
"MACAO, CHINA",Middle East,Thousands,0.871,1.059,1.105,1.334,2.041,2.666,3.735,7.517,7.739,7.52,9.829,12.153,14.131,14.901,13.725,15.453,11.102,8.707,8.712,8.44,0.448,,0.077
"MACAO, CHINA",South Asia,Thousands,16.636,17.838,16.832,16.763,24.24,30.015,40.281,64.028,94.428,117.677,178.829,177.129,159.456,168.896,178.335,179.121,176.208,156.354,155.804,135.325,5.819,,0.151
"MACAO, CHINA",Other not classified,Thousands,0.185,0.226,1.736,1.708,1.988,2.545,3.533,0.066,,,,,,,,,,,,,,,
"MACAO, CHINA","of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
MADAGASCAR,Total,Thousands,159.0,169.0,62.0,139.0,228.0,277.0,312.0,344.0,375.0,163.0,196.0,225.0,256.0,196.0,222.29999999999998,244.39999999999998,293.20000000000005,255.454,291.3,383.69999999999993,68.30000000000001,7.755000000000001,
MADAGASCAR,Africa,Thousands,24.0,31.0,6.0,22.0,39.0,52.0,59.0,64.0,84.0,37.0,40.0,39.0,45.3,35.0,36.9,12.1,21.6,11.5,20.7,28.7,8.0,0.493,
MADAGASCAR,Americas,Thousands,6.0,7.0,2.0,4.0,9.0,14.0,16.0,14.0,11.0,5.0,6.0,10.0,10.0,6.0,8.7,5.7,14.0,4.3,10.8,11.2,4.9,0.251,
MADAGASCAR,East Asia and the Pacific,Thousands,2.0,3.0,1.0,5.0,3.0,6.0,7.0,14.0,16.0,6.0,7.0,23.0,23.4,12.0,12.7,7.4,13.5,5.5,12.2,17.0,5.8,0.224,
MADAGASCAR,Europe,Thousands,110.0,119.0,43.0,99.0,176.0,203.0,228.0,247.0,262.0,111.0,143.0,153.0,177.3,142.0,162.1,99.6,110.9,75.1,141.6,255.0,36.7,6.006,
MADAGASCAR,Middle East,Thousands,,,,,,,,,,,,,,,,0.2,0.4,0.154,0.5,0.7,0.2,0.016,
MADAGASCAR,South Asia,Thousands,,,,,,,,,,,,,,,,3.6,7.3,2.9,5.1,6.2,3.8,0.137,
MADAGASCAR,Other not classified,Thousands,17.0,9.0,10.0,9.0,1.0,2.0,2.0,5.0,2.0,4.0,,,,1.0,1.9,115.8,125.5,156.0,100.4,64.9,8.9,0.628,
MADAGASCAR,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,19.2,23.0,5.9,0.569,
MALAWI,Total,Thousands,228.0,266.0,383.0,424.0,428.0,438.0,638.0,734.0,742.0,755.0,745.0,766.0,770.2,795.0000000000001,819.0999999999999,804.9,849.1999999999999,837.3,870.7,978.4000000000001,198.99999999999997,431.8999999999999,
MALAWI,Africa,Thousands,171.0,203.0,300.0,320.0,336.0,337.0,484.0,559.0,574.0,574.0,562.0,588.0,631.1,642.2,637.3,635.9,645.0,698.3,726.2,896.1,184.6,392.7,
MALAWI,Americas,Thousands,11.0,12.0,15.0,18.0,21.0,19.0,36.0,47.0,45.0,46.0,46.0,45.0,28.4,49.9,47.5,48.3,56.9,45.6,47.4,15.7,3.6,9.9,
MALAWI,East Asia and the Pacific,Thousands,,,6.0,10.0,11.0,9.0,10.0,13.0,12.0,12.0,20.0,10.0,7.0,18.5,8.4,9.1,12.4,15.4,16.0,6.4,2.1,6.0,
MALAWI,Europe,Thousands,38.0,43.0,55.0,68.0,49.0,60.0,94.0,99.0,98.0,105.0,105.0,102.0,92.0,71.7,106.5,96.6,115.6,50.0,52.0,42.1,6.4,16.4,
MALAWI,Middle East,Thousands,,,,,,,6.0,2.0,2.0,2.0,2.0,3.0,2.3,,1.1,0.9,1.2,1.1,1.1,,,,
MALAWI,South Asia,Thousands,,,2.0,4.0,7.0,10.0,,13.0,10.0,14.0,8.0,16.0,4.2,,10.0,6.1,8.8,10.4,10.8,6.4,2.1,6.0,
MALAWI,Other not classified,Thousands,8.0,8.0,5.0,4.0,4.0,3.0,8.0,1.0,1.0,2.0,2.0,2.0,5.2,12.7,8.3,8.0,9.3,16.5,17.2,11.7,0.2,0.9,
MALAWI,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
MALAYSIA,Total,Thousands,10220.0,12776.0,13291.0,10576.0,15703.0,16430.0,17546.0,20974.0,22052.0,23646.0,24577.0,24714.0,25033.0,25715.0,27437.300000000003,25721.300000000003,26757.3,25948.4,25832.4,26100.800000000003,4332.8,134.79999999999998,
MALAYSIA,Africa,Thousands,74.0,162.0,148.0,134.0,137.0,128.0,157.0,308.0,127.0,85.0,42.0,111.0,99.0,101.0,108.3,96.1,79.7,75.0,119.4,126.8,20.8,2.4,
MALAYSIA,Americas,Thousands,308.0,322.0,283.0,270.0,272.0,275.0,312.0,472.0,345.0,346.0,343.0,340.0,362.0,377.0,399.6,360.1,322.3,308.6,389.8,406.7,76.7,2.9,
MALAYSIA,East Asia and the Pacific,Thousands,8716.0,10833.0,11456.0,9074.0,13983.0,14686.0,15478.0,17657.0,18973.0,20830.0,21605.0,21667.0,21946.0,22568.0,23846.4,22566.7,23992.5,23384.2,22866.6,22905.9,3692.6,107.7,
MALAYSIA,Europe,Thousands,590.0,704.0,637.0,456.0,540.0,618.0,673.0,830.0,1026.0,1166.0,1133.0,1136.0,1161.0,1227.0,1372.2,1242.3,1129.9,1110.3,1209.5,1218.2,271.8,8.8,
MALAYSIA,Middle East,Thousands,44.0,108.0,126.0,78.0,124.0,145.0,174.0,225.0,216.0,197.0,167.0,237.0,266.0,274.0,313.0,278.5,270.5,219.4,280.7,298.1,53.5,3.8,
MALAYSIA,South Asia,Thousands,180.0,212.0,244.0,209.0,249.0,321.0,390.0,687.0,826.0,930.0,997.0,1125.0,1185.0,1156.0,1382.6,1163.4,958.6,849.5,963.7,1142.4,216.8,9.1,
MALAYSIA,Other not classified,Thousands,308.0,435.0,397.0,355.0,398.0,257.0,362.0,795.0,539.0,92.0,290.0,98.0,14.0,12.0,15.2,14.2,3.8,1.4,2.7,2.7,0.6,0.1,
MALAYSIA,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
MALDIVES,Total,Thousands,466.0,461.0,483.0,564.0,617.0,394.0,602.0,675.0,683.0,656.0,792.0,931.0,958.0,1125.0,1204.5,1234.0,1285.8,1389.5,1484.1999999999998,1702.5,555.4,1321.6,1675.2
MALDIVES,Africa,Thousands,2.0,2.0,3.0,4.0,5.0,3.0,4.0,5.0,6.0,5.0,6.0,6.0,7.0,8.0,8.1,9.2,10.8,14.7,15.4,18.7,6.5,27.5,28.0
MALDIVES,Americas,Thousands,7.0,7.0,7.0,8.0,9.0,7.0,11.0,14.0,14.0,15.0,19.0,24.0,27.0,33.0,41.0,46.6,50.5,62.0,68.8,84.8,32.1,88.9,121.1
MALDIVES,East Asia and the Pacific,Thousands,73.0,69.0,77.0,84.0,100.0,56.0,102.0,125.0,127.0,138.0,214.0,303.0,339.0,468.0,521.6,522.2,496.9,505.4,506.4,512.4,72.0,24.9,139.1
MALDIVES,Europe,Thousands,362.0,364.0,373.0,443.0,476.0,307.0,458.0,495.0,498.0,462.0,505.0,538.0,518.0,527.0,529.3,536.0,575.2,646.4,726.4,833.9,348.3,772.4,1022.7
MALDIVES,Middle East,Thousands,1.0,2.0,3.0,4.0,5.0,2.0,4.0,6.0,9.0,10.0,12.0,14.0,22.0,32.0,37.2,42.0,51.3,49.2,52.1,60.0,26.3,91.4,80.0
MALDIVES,South Asia,Thousands,21.0,17.0,20.0,21.0,22.0,19.0,23.0,30.0,29.0,26.0,36.0,46.0,45.0,57.0,67.3,78.0,101.1,111.8,115.1,192.7,70.2,316.5,284.3
MALDIVES,Other not classified,Thousands,,,,,,,,,,,,,,,,,,,,,,,
MALDIVES,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
MALI,Total,Thousands,86.0,88.0,96.0,110.0,112.0,142.0,153.0,163.0,190.0,160.0,169.0,160.0,100.6,120.8,152.1,159.20000000000002,173.29999999999998,192.9,202.7,217.1,75.2,168.0,
MALI,Africa,Thousands,19.0,19.0,21.0,28.0,29.0,36.0,39.0,29.0,47.0,45.0,47.0,52.0,41.0,52.6,62.2,73.9,94.8,88.2,98.5,99.2,29.5,46.7,
MALI,Americas,Thousands,9.0,8.0,9.0,9.0,12.0,13.0,19.0,18.0,20.0,27.0,23.0,21.0,6.4,6.3,7.9,8.5,6.6,9.1,10.7,10.3,2.0,7.7,
MALI,East Asia and the Pacific,Thousands,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,1.0,3.0,3.0,4.6,4.2,5.0,4.6,6.0,5.2,6.3,5.9,0.7,4.5,
MALI,Europe,Thousands,48.0,51.0,56.0,63.0,64.0,81.0,86.0,104.0,101.0,73.0,83.0,69.0,45.1,54.8,71.4,67.1,60.5,84.3,80.7,94.8,41.2,36.7,
MALI,Middle East,Thousands,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,1.9,1.3,2.2,2.8,2.0,3.5,3.5,4.0,1.0,1.8,
MALI,South Asia,Thousands,,,,,,,,,,,,,1.6,1.6,3.4,2.3,3.4,2.6,3.0,2.9,0.5,2.9,
MALI,Other not classified,Thousands,7.0,7.0,6.0,6.0,2.0,9.0,6.0,10.0,13.0,11.0,10.0,11.0,,,,,,,,,0.3,67.7,
MALI,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,67.0,
MALTA,Total,Thousands,1216.0,1181.0,1134.0,1127.0,1157.0,1171.0,1124.0,1243.0,1290.0,1182.0,1338.8000000000002,1414.7,1443.0,1582.1,1689.8,1783.4,1966.0,2273.8000000000006,2598.7,2753.2000000000003,658.5,968.0999999999999,2286.6
MALTA,Africa,Thousands,10.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,
MALTA,Americas,Thousands,27.0,28.0,27.0,21.0,19.0,18.0,17.0,20.0,18.0,14.0,16.4,16.4,18.0,19.5,22.4,25.9,26.5,35.8,47.2,50.5,8.6,13.3,40.6
MALTA,East Asia and the Pacific,Thousands,21.0,22.0,25.0,,,,,,,,,,,,,,,,,,,,
MALTA,Europe,Thousands,1104.0,1080.0,1040.0,940.0,983.0,1078.0,1032.0,1143.0,1195.0,1089.0,1221.4,1304.0,1325.0,1431.6,1526.8,1622.5,1779.6,2054.4,2314.6,2420.8,603.9,926.7,2085.9
MALTA,Middle East,Thousands,46.0,34.0,25.0,20.0,13.0,11.0,9.0,9.0,9.0,14.0,16.0,6.0,17.0,35.0,30.8,6.7,3.4,2.8,3.4,2.8,0.5,0.3,3.4
MALTA,South Asia,Thousands,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
MALTA,Other not classified,Thousands,6.0,6.0,6.0,146.0,142.0,64.0,66.0,71.0,68.0,65.0,85.0,88.3,83.0,96.0,109.8,128.3,156.5,180.8,233.5,279.1,45.5,27.8,156.7
MALTA,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
MARSHALL ISLANDS,Total,Thousands,5.2,5.3999999999999995,6.1,7.200000000000001,9.0,9.2,5.800000000000001,7.2,6.1000000000000005,5.3999999999999995,4.6000000000000005,4.6,4.6000000000000005,,4.9,6.3,5.4,6.0,,,,,
MARSHALL ISLANDS,Africa,Thousands,,,,,,,,,,,,,,,,,,,,,,,
MARSHALL ISLANDS,Americas,Thousands,2.0,2.0,2.2,2.2,2.1,1.7,1.5,1.7,1.5,1.3,1.3,1.3,1.1,,1.1,1.8,1.6,1.6,,,,,
MARSHALL ISLANDS,East Asia and the Pacific,Thousands,2.9,3.1,3.4,4.4,4.5,5.6,3.9,4.4,3.7,3.3,2.9,2.9,3.2,,3.4,4.0,3.4,3.9,,,,,
MARSHALL ISLANDS,Europe,Thousands,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.1,0.1,,0.2,0.3,0.2,0.2,,,,,
MARSHALL ISLANDS,Middle East,Thousands,,,,,,,,,,,,,,,,,,,,,,,
MARSHALL ISLANDS,South Asia,Thousands,,,,,,,,,,,,,,,,,,,,,,,
MARSHALL ISLANDS,Other not classified,Thousands,0.2,0.2,0.3,0.4,2.2,1.7,0.2,0.8,0.7,0.6,0.2,0.3,0.2,,0.2,0.2,0.2,0.3,,,,,
MARSHALL ISLANDS,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
MARTINIQUE,Total,Thousands,526.0,460.0,446.0,454.0,471.0,484.0,503.0,501.0,481.0,442.0,478.0,497.0,488.0,490.0,490.0,,,535.7,537.4,556.3000000000001,312.3,291.0,556.1
MARTINIQUE,Africa,Thousands,,,,,,,,,,,,,,,,,,,,,,,
MARTINIQUE,Americas,Thousands,80.0,55.0,70.0,72.0,73.0,81.0,79.0,93.0,86.0,63.0,85.0,86.0,78.0,68.0,75.0,,,115.1,111.1,114.5,60.8,4.7,133.7
MARTINIQUE,East Asia and the Pacific,Thousands,,,,,,,,,,,,,,,,,,,,,,,
MARTINIQUE,Europe,Thousands,443.0,403.0,372.0,380.0,396.0,399.0,422.0,405.0,391.0,367.0,389.0,405.0,408.0,419.0,413.0,,,414.6,423.2,439.1,250.5,285.0,421.8
MARTINIQUE,Middle East,Thousands,,,,,,,,,,,,,,,,,,,,,,,
MARTINIQUE,South Asia,Thousands,,,,,,,,,,,,,,,,,,,,,,,
MARTINIQUE,Other not classified,Thousands,3.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,4.0,12.0,4.0,6.0,2.0,3.0,2.0,,,6.0,3.1,2.7,1.0,1.3,0.6
MARTINIQUE,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
MAURITANIA,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,
MAURITANIA,Africa,Thousands,,,,,,,,,,,,,,,,,,,,,,,
MAURITANIA,Americas,Thousands,,,,,,,,,,,,,,,,,,,,,,,
MAURITANIA,East Asia and the Pacific,Thousands,,,,,,,,,,,,,,,,,,,,,,,
MAURITANIA,Europe,Thousands,,,,,,,,,,,,,,,,,,,,,,,
MAURITANIA,Middle East,Thousands,,,,,,,,,,,,,,,,,,,,,,,
MAURITANIA,South Asia,Thousands,,,,,,,,,,,,,,,,,,,,,,,
MAURITANIA,Other not classified,Thousands,,,,,,,,,,,,,,,,,,,,,,,
MAURITANIA,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
MAURITIUS,Total,Thousands,657.0,660.0,681.0,702.0,718.0,761.0,788.0,907.0,930.0,871.0,935.0,965.0,965.4,992.5,1038.4,1151.2,1275.3,1341.8,1399.3,1383.4,309.0,179.7,997.1999999999999
MAURITIUS,Africa,Thousands,164.0,168.0,172.0,174.0,175.0,185.0,189.0,211.0,213.0,204.0,226.0,231.0,270.0,277.3,273.7,284.1,291.3,301.1,311.8,310.0,58.7,17.2,206.2
MAURITIUS,Americas,Thousands,8.0,8.0,7.0,8.0,8.0,9.0,10.0,10.0,14.0,13.0,14.0,14.0,16.1,15.2,16.3,17.9,19.8,24.8,25.9,25.4,6.4,2.6,16.5
MAURITIUS,East Asia and the Pacific,Thousands,24.0,24.0,25.0,22.0,27.0,29.0,34.0,40.0,40.0,26.0,31.0,46.0,54.7,79.1,99.1,125.8,124.7,122.8,112.8,88.5,13.4,3.9,19.2
MAURITIUS,Europe,Thousands,440.0,438.0,452.0,466.0,477.0,503.0,511.0,596.0,609.0,580.0,606.0,610.0,556.0,547.6,571.3,632.3,735.6,781.9,826.4,839.0,209.4,146.2,678.9
MAURITIUS,Middle East,Thousands,1.0,1.0,2.0,5.0,4.0,4.0,5.0,5.0,7.0,6.0,6.0,6.0,8.9,12.6,12.7,14.4,15.3,19.6,31.5,40.2,7.2,6.4,36.6
MAURITIUS,South Asia,Thousands,20.0,21.0,23.0,27.0,27.0,31.0,39.0,45.0,46.0,41.0,51.0,56.0,59.0,60.4,65.1,76.4,87.8,90.9,90.3,79.7,13.7,3.3,39.3
MAURITIUS,Other not classified,Thousands,,,,,,,,,1.0,1.0,1.0,2.0,0.7,0.3,0.2,0.3,0.8,0.7,0.6,0.6,0.2,0.1,0.5
MAURITIUS,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
MEXICO,Total,Thousands,20642.0,19810.0,19666.0,18665.0,20618.0,21914.0,21352.0,21606.0,22930.0,22346.0,23290.0,23403.0,23402.999999999996,24151.0,29345.899999999998,32093.0,35079.2,39290.899999999994,41312.7,45024.399999999994,24283.600000000006,31860.200000000004,38325.49999999999
MEXICO,Africa,Thousands,,,,,,,9.0,10.0,13.0,10.0,15.0,15.0,11.6,13.3,18.4,23.7,25.6,27.6,32.7,33.6,8.4,12.9,23.6
MEXICO,Americas,Thousands,19950.0,19172.0,19133.0,18155.0,19706.0,19012.0,18750.0,18699.0,19818.0,20178.0,20868.0,21152.0,21135.8,21755.6,26768.3,29437.4,31490.2,35340.2,38247.9,41938.6,23387.5,30466.3,35440.4
MEXICO,East Asia and the Pacific,Thousands,,,,,,92.0,100.0,109.0,105.0,78.0,101.0,112.0,193.6,235.4,273.6,322.1,370.1,411.6,437.4,437.2,102.9,54.7,142.7
MEXICO,Europe,Thousands,401.0,362.0,479.0,443.0,,1134.0,1289.0,1408.0,1502.0,1188.0,1418.0,1510.0,1462.2,1550.5,1647.6,1697.4,1832.9,1961.7,2056.6,2105.1,568.0,977.7,2146.7
MEXICO,Middle East,Thousands,,,,,,,,,,,,,12.3,12.0,14.2,28.3,45.8,50.0,61.0,53.8,23.5,80.7,73.4
MEXICO,South Asia,Thousands,,,,,,,,,,,,,13.5,14.5,17.0,19.5,23.9,26.3,32.4,33.0,7.4,42.9,37.0
MEXICO,Other not classified,Thousands,291.0,276.0,54.0,67.0,912.0,1676.0,1204.0,1380.0,1492.0,892.0,888.0,614.0,574.0,569.7,606.8,564.6,1290.7,1473.5,444.7,423.1,185.9,225.0,461.7
MEXICO,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
"MICRONESIA, FEDERATED STATES OF",Total,Thousands,20.5,15.299999999999999,19.0,18.300000000000004,19.2,19.0,19.200000000000003,21.200000000000003,25.700000000000003,47.5,44.7,35.4,38.3,42.099999999999994,35.4,31.2,29.599999999999998,,,,,,
"MICRONESIA, FEDERATED STATES OF",Africa,Thousands,,,,,,,,,,,,,,,,,,,,,,,
"MICRONESIA, FEDERATED STATES OF",Americas,Thousands,9.0,7.1,8.4,7.7,7.7,8.0,8.3,8.5,9.3,8.6,9.2,8.0,7.6,8.4,8.2,7.2,7.1,,,,,,
"MICRONESIA, FEDERATED STATES OF",East Asia and the Pacific,Thousands,9.9,6.9,9.0,8.9,10.0,8.9,8.4,10.1,13.4,35.8,32.6,24.8,27.9,30.4,24.3,21.4,20.3,,,,,,
"MICRONESIA, FEDERATED STATES OF",Europe,Thousands,1.5,1.2,1.5,1.6,1.4,2.0,2.4,2.5,2.8,2.9,2.7,2.4,2.5,3.0,2.5,2.3,1.9,,,,,,
"MICRONESIA, FEDERATED STATES OF",Middle East,Thousands,,,,,,,,,,,,,,,,,,,,,,,
"MICRONESIA, FEDERATED STATES OF",South Asia,Thousands,,,,,,,,,,,,,,,,,,,,,,,
"MICRONESIA, FEDERATED STATES OF",Other not classified,Thousands,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.3,0.3,,,,,,
"MICRONESIA, FEDERATED STATES OF","of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
"MOLDOVA, REPUBLIC OF",Total,Thousands,18.892,15.6,20.1,23.599999999999998,68.9,67.3,62.8,70.4,73.3,59.5,63.599999999999994,75.0,89.0,95.6,93.9,94.4,121.2,145.3,160.3,174.0,28.8,68.8,162.04999999999998
"MOLDOVA, REPUBLIC OF",Africa,Thousands,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.5,0.5,0.3,0.3,0.4,0.4,0.4,0.1,0.2,0.9
"MOLDOVA, REPUBLIC OF",Americas,Thousands,1.107,1.1,1.8,2.6,7.5,6.6,5.0,4.1,3.6,3.7,3.7,5.2,7.2,6.3,6.9,4.5,9.3,11.4,11.1,11.9,1.5,6.0,9.45
